code,term
1011911000000108,Dialysis fluid creatinine level
1016231000000104,Peritoneal dialysis fluid cell count
1016391000000106,Dialysis fluid potassium level
1035471000000100,Dialysis therapy started by renal service
1035491000000101,Dialysis therapy stopped by renal service
1048801000000102,Peritoneal dialysis fluid adenosine deaminase level
105502003,Dependence on renal dialysis
1076461000000100,Assessment prior to construction of renal dialysis vascular access
1076481000000109,Assessment of existing renal dialysis vascular access
108241001,Dialysis procedure
1082851000000108,Treatment Escalation Plan decision - appropriate for dialysis
10848006,Removal of peritoneal dialysis catheter
11000731000119102,Dependence on continuous ambulatory peritoneal dialysis
11000771000119104,Dependence on continuous cycling peritoneal dialysis
11009631000119100,Renal dialysis done
1110401000000103,Urea reduction ratio in plasma
1110411000000101,Urea reduction ratio in serum
1110501000000104,Dialysis adequacy using dialyser clearance of urea multiplied by treatment time divided by volume of distribution of urea formula by combined peritoneal dialysate and urine method
1110511000000102,Dialysis adequacy using dialyser clearance of urea multiplied by treatment time divided by volume of distribution of urea formula for haemodialysis
1153581007,Matrix stone formation during renal dialysis
1162420002,Post-dialysis body weight
1162421003,Pre-dialysis body weight
1162663008,Obstruction of Tenckhoff catheter
1172563000,Insertion of peritoneal dialysis catheter
11921000237100,Substance concentration of creatinine in dialysis fluid
11932001,Stabilizing hemodialysis
1196993005,Repositioning of peritoneal dialysis catheter using imaging guidance
12001621000119100,Hemorrhage associated with hemodialysis catheter
1231767006,Education about nocturnal home hemodialysis
1231768001,Nocturnal home hemodialysis
125141000119102,Non-compliance with renal dialysis
1258878005,Irrigation of Tenckhoff catheter
1259584009,Dementia due to and following dialysis
127991000119101,Hypertension concurrent and due to end stage renal disease on dialysis due to type 2 diabetes mellitus
128001000119105,Hypertension concurrent and due to end stage renal disease on dialysis due to type 1 diabetes mellitus
12963004,Dialysis-associated ascites
129721000119106,Acute renal failure on dialysis
13281000237106,Substance concentration of glucose in peritoneal dialysis fluid
133031000119106,Thrombosis of arteriovenous graft caused by hemodialysis arteriovenous access device
13441000237101,Substance concentration of aluminium in haemodialysis fluid
13481000237107,Substance concentration of urea in dialysis fluid
138957005,H/O: renal dialysis
14030001000004108,Insertion of dialysis catheter into femoral vein
14091000237101,Substance concentration of sodium in haemodialysis fluid
14130001000004103,Aquapheresis
14684005,Peritoneal dialysis excluding cannulation
149551000000100,Haemodialysis circuit prepump arterial line pressure
149571000000109,Haemodialysis circuit postpump arterial line pressure
149871000000106,Haemodialysis circuit venous line pressure
151045003,Perfusion and dialysis procedures
151048001,Renal dialysis (& haemodialysis)
151055004,Peritoneal dialysis
151056003,Intestinal dialysis
15161000237105,Substance concentration of potassium in dialysis fluid
152421000119107,Hemodialysis procedure done
153891000119101,End stage renal disease on dialysis due to hypertension
15859004,Chronic hemodialysis diet
16218721000119107,Hyperparathyroidism due to end stage renal disease on dialysis
16320631000119104,Dependence on continuous ambulatory peritoneal dialysis due to end stage renal disease
17778006,Mechanical complication of dialysis catheter
180266001,Compensation for renal failure (& dialysis)
180267005,(Renal dialysis) or (Thomas intravascular dialysis shunt)
180268000,Hemodialysis NEC
180271008,Chronic ambulatory peritoneal dialysis catheter procedure (& placement)
180272001,Insertion of chronic ambulatory peritoneal dialysis catheter
180273006,Removal of chronic ambulatory peritoneal dialysis catheter
180277007,Insertion of temporary peritoneal dialysis catheter
182750009,Ultrafiltration
182753006,Intestinal dialysis
19765000,Complication of dialysis
198761000000107,Stenosis of arteriovenous dialysis fistula
213047004,Mechanical complication of dialysis catheter
216877000,"Accidental cut, puncture, perforation or hemorrhage during kidney dialysis or other perfusion"
216878005,"Accidental cut, puncture, perforation or hemorrhage during kidney dialysis"
216904007,Foreign object left in body during kidney dialysis
216933008,Failure of sterile precautions during kidney dialysis
216977001,Mechanical failure of instrument or apparatus during kidney dialysis and other perfusion
216978006,Mechanical failure of instrument &/or apparatus during kidney dialysis
217058007,"Kidney dialysis as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at the time of procedure"
223155009,"[X]Unintentional cut, puncture, perforation or hemorrhage during kidney dialysis or other perfusion"
223166002,[X]Foreign object accidentally left in body during kidney dialysis or other perfusion
223178003,[X]Failure of sterile precautions during kidney dialysis or other perfusion
223303003,"[X]Kidney dialysis as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure"
224967001,Revision of cannula for dialysis
225228006,Putting additive into peritoneal dialysis bag
225229003,Peritoneal dialysis bag procedure
225230008,Chronic peritoneal dialysis
225231007,Stab peritoneal dialysis
225281003,Reversing hemodialysis lines
225282005,Washing back through hemodialysis lines
225283000,Priming hemodialysis lines
225371000000104,Creation of graft fistula for dialysis
225892009,Revision of arteriovenous shunt for renal dialysis
231631000000105,Automated peritoneal dialysis
233181000000101,Peritoneal dialysis NEC
233547003,Cannulation of arteriovenous dialysis fistula
233574002,Extracorporeal carbon dioxide removal
233575001,Intermittent hemodialysis
233576000,Intermittent hemodialysis with sequential ultrafiltration
233577009,Intermittent hemodialysis with continuous ultrafiltration
233578004,Continuous hemodialysis
233579007,Continuous arteriovenous hemodialysis
233580005,Continuous venovenous hemodialysis
233581009,Hemofiltration
233582002,Intermittent hemofiltration
233583007,Continuous hemofiltration
233584001,Continuous arteriovenous hemofiltration
233585000,Continuous venovenous hemofiltration
233586004,Hemodiafiltration
233587008,Intermittent hemodiafiltration
233588003,Continuous hemodiafiltration
233589006,Continuous arteriovenous hemodiafiltration
233590002,Continuous venovenous hemodiafiltration
233592005,Plasma filtration
233595007,Intravenous gas exchange
233766001,Dialysis-associated hypoxia
236435004,End stage renal failure on dialysis
236537009,Disorder associated with dialysis
236538004,Acute disorder of hemodialysis
236539007,First use syndrome of dialysis
236540009,Non-allergic hypersensitivity reaction during dialysis
236541008,Hyperchloremic acidosis associated with dialysis
236542001,Long-term disorder of dialysis
236544000,Matrix stone formation of dialysis
236550005,Polyserositis syndrome of dialysis
236551009,Underdialysis
236552002,Adynamic bone disease
236553007,Disorders associated with peritoneal dialysis
236554001,Pain during inflow of dialysate
236555000,Pain during outflow of dialysate
236556004,Bloodstained peritoneal dialysis effluent
236557008,Peritoneal dialysis catheter exit site infection
236558003,Peritoneal dialysis catheter tunnel infection
236559006,Loss of ultrafiltration
236560001,Loss of solute clearance
236561002,Disorder of peritoneal dialysis catheter
236562009,Obstruction of peritoneal dialysis catheter
236563004,Migration of peritoneal dialysis catheter
236564005,Omental wrapping around peritoneal dialysis catheter
236565006,Poor drainage of peritoneal dialysis catheter
236566007,Extrusion of peritoneal dialysis catheter cuff
236567003,Misplacement of acute peritoneal dialysis catheter
238314006,Renewal of chronic ambulatory peritoneal dialysis catheter
238315007,Adjustment of chronic ambulatory peritoneal dialysis catheter
238316008,Aspiration of chronic ambulatory peritoneal dialysis catheter
238317004,Flushing of chronic ambulatory peritoneal dialysis catheter
238318009,Continuous ambulatory peritoneal dialysis
238319001,Continuous cycling peritoneal dialysis
238321006,Intermittent peritoneal dialysis
238322004,Tidal peritoneal dialysis
238323009,Night-time intermittent peritoneal dialysis
241951000,Non-allergic hypersensitivity reaction caused by dialysis membrane
243777005,Blood sampling from hemodialysis circuit
243778000,Arterial port blood sampling during hemodialysis
243779008,Venous port blood sampling during hemodialysis
251285001,Extracorporeal gas exchange finding
251286000,Extracorporeal gas exchange duration
251288004,Extracorporeal gas exchange flow rate
251289007,Extracorporeal gas exchange flow index
251859005,Dialysis finding
251860000,Peritoneal dialysis observable
251861001,Net solute removal rate
251862008,Net mean clearance rate
251863003,Instantaneous clearance
251864009,Dialysance
251865005,Dwell time
251866006,Adequacy of dialysis
251867002,Adequacy of peritoneal dialysis
251868007,kt/V
251869004,Adequacy of hemodialysis
251870003,Time-averaged urea concentration
251871004,Urea reduction ratio
251872006,Creatinine reduction ratio
251873001,kt/V - iteration
251874007,kt/V - log ratio
251875008,Peritoneal transport rate
251876009,Graft/arteriovenous fistula recirculation
251877000,Arteriovenous fistula recirculation
251878005,Graft recirculation
251879002,Calcium set point
263529000,Peritoneal dialysis used
263636009,Type of hemodialysis
265764009,Renal dialysis
266809003,Renal dialysis (& haemodialysis)
26944003,Acute megaloblastic anemia due to dialysis
269698004,Mechanical failure of instrument or apparatus during kidney dialysis
271362003,Perfusion and dialysis procedures
271418008,Chronic ambulatory peritoneal dialysis catheter procedure
27366005,Megaloblastic anemia due to hemodialysis
27392003,Hemodialysis
276883000,Peritoneal dialysis-associated peritonitis
278904002,Hemodialysis diet
278905001,Continuous ambulatory peritoneal dialysis diet
284451000000108,Extracorporeal albumin haemodialysis
286371000119107,Malignant hypertensive end stage renal disease on dialysis
28812006,Hemodialysis education
288182009,Extracorporeal kidney
292760002,Dialysis fluid adverse reaction
292761003,Peritoneal dialysis solution adverse reaction
292762005,Hemodialysis fluid adverse reaction
292763000,Hemofiltration solution adverse reaction
294299005,Allergy to dialysis fluid
