code,term
N04,Nephrotic syndrome
N041,Nephrotic syndrome : Focal and segmental glomerular lesions
N042,Nephrotic syndrome : Diffuse membranous glomerulonephritis
N043,Nephrotic syndrome : Diffuse mesangial proliferative glomerulonephritis
N044,Nephrotic syndrome : Diffuse endocapillary proliferative glomerulonephritis
N045,Nephrotic syndrome : Diffuse mesangiocapillary glomerulonephritis
N046,Nephrotic syndrome : Dense deposit disease
N047,Nephrotic syndrome : Diffuse crescentic glomerulonephritis
N048,Nephrotic syndrome : Other
N049,Nephrotic syndrome : Unspecified
N183,"Chronic kidney disease, stage 3"
N184,"Chronic kidney disease, stage 4"
